userid,followers,friends,statuses,favourites,activity,influence,protected,verified,category
26620054,4894,5295,9981,317,79.4539,70.8532,0,0,Economy
266200684,4583,5007,12120,4878,78.9227,71.8286,0,0,Politics
2662366304,1086,712,2919,1156,71.2584,69.8718,0,0,Sports
26623872,6770,2274,10677,4634,81.0663,75.4341,0,0,Entertainment
26624687,1978,464,12904,385,71.6157,66.339,0,0,Sports
26625781,4355,3183,10738,12120,78.4148,72.9254,0,0,Entertainment
2662589857,7170,6286,1930,3173,77.9521,69.8415,0,0,Technology
26626013,26609,1705,22514,17462,87.1547,84.3998,0,0,Sports
26627164,4012,915,5353,5804,78.0983,81.0191,0,1,Sports
266281142,142704,1073,2680,1417,94.7762,87.2525,0,0,Sports
26629449,996,1124,1204,16,66.1801,52.501,0,0,Technology
266296542,8391,3307,12051,4278,81.8939,75.8109,0,0,Politics
2663053675,5138,5143,1289,143,72.8292,62.6427,0,0,Entertainment
26632351,6177,1747,4474,991,80.4917,68.5808,0,0,Entertainment
26632935,4471,2382,15486,1655,78.8823,75.1027,0,1,Military
266336410,3215778,188,1526,502,107.592,125.443,0,1,Entertainment
26637792,7203,341,1426,1442,77.3197,67.3734,0,0,Technology
2663800442,1030,637,5118,5891,70.7049,63.2559,0,0,Economy
2663924564,5794,338,10103,5947,80.3377,80.6296,0,0,Sports
266400754,236381,329,6435,4724,98.8388,95.8632,0,1,Technology
26642006,3158384,2003,41385,474,111.603,113.167,0,1,Politics
2664230101,5507,423,52641,36,70.8838,57.6229,0,0,Technology
26643566,29084,21480,208596,5360,88.4057,85.8978,0,0,Politics
26644314,37404,2606,2174,37322,86.1604,70.8129,0,0,Technology
26645513,10912,692,6141,2823,83.5215,82.9862,0,1,Politics
26648799,14509,14961,23879,822,84.6968,76.7127,0,0,Entertainment
266504355,4698,4,7938,56,78.2416,72.7204,0,0,Entertainment
26650588,17963,1632,3921,2773,85.8735,73.167,0,0,Entertainment
266512455,698,1090,6398,5,58.3734,42.0082,0,0,Technology
266523231,4870,129,6250,600,78.5997,76.1207,0,0,Sports
26652733,47370,42940,106744,89178,90.6517,92.0186,0,0,Politics
266544842,11577,3127,12017,5412,80.1104,65.5609,0,0,Sports
26657119,261410,2135,36969,2038,98.8543,100.925,0,1,Politics
26658046,50873,1641,20926,59830,89.3833,79.618,0,0,Entertainment
26658243,769,1073,63244,5078,69.5061,65.9424,0,0,Agriculture
2665872074,8155,7605,2054,931,79.6122,66.2312,0,0,Sports
26659703,109192,224,17845,51074,94.907,104.055,0,1,Entertainment
266612868,796747,136,54755,1845,102.84,81.6581,0,0,Technology
266625386,820,794,1411,74,65.8217,54.3513,0,0,Technology
26663104,13315,11949,30200,51,84.1988,67.31,0,0,Politics
26664209,19979,594,37652,19435,86.353,87.7658,0,0,Entertainment
266652760,74300,61372,14026,26,86.3812,66.8652,0,0,Economy
2666653321,1033,672,851,965,64.9466,61.3254,0,0,Sports
26668174,1214,646,8995,2445,71.9938,72.8941,0,0,Sports
266687361,1076916,599,56882,55,102.931,108.66,0,1,Sports
26670011,975,990,2032,1946,68.6533,66.9891,0,0,Sports
2667052088,5730,1964,2690,513,78.1018,69.9184,0,0,Technology
2667093446,1601,391,2614,184,69.0253,57.2475,0,0,Technology
266714730,1452648,199,14628,2071,106.485,86.6444,0,1,Entertainment
266729978,18042,1714,1671,42,78.7581,55.9421,0,0,Entertainment
2667318770,6111,5075,43810,2189,80.1483,60.1932,0,0,Economy
266752257,14437,10333,85352,1126,84.1781,72.5184,0,0,Sports
26676275,56557,1402,69969,242,91.7387,78.8977,0,0,Politics
266774517,1890,1217,654,350,66.4746,60.9145,0,0,Education
266776743,7244,7523,72997,437,80.9984,74.6291,0,0,Politics
2667913824,274007,59749,33302,37426,99.5775,98.5392,0,1,Entertainment
266809947,2536,2297,19149,10628,75.4382,67.9497,0,0,Technology
266809966,4924,161,21138,1379,69.7032,55.9572,0,0,Education
2668166318,561,1588,1490,2885,64.4908,67.3034,0,0,Education
2668191169,937,1005,5261,1101,69.5217,66.0852,0,0,Agriculture
266827948,1525350,181,38193,815,108.108,103.544,0,1,Religion
266829939,853,1686,3255,4435,70.6964,70.3975,0,0,Education
266833281,1047,3156,1894,2399,68.6137,57.5632,0,0,Sports
266834076,2167,1560,5061,1977,70.7445,61.8187,0,0,Sports
2668610758,1787,2995,523,760,65.3315,61.5321,0,0,Technology
2668714728,1400,1131,11346,8224,73.056,66.1818,0,0,Sports
26688109,299877,148292,49909,38386,99.4378,95.3932,0,1,Politics
2668909476,549342,1487,26934,905,90.3157,61.1115,0,1,Economy
266894776,66149,865,127258,18881,91.1837,100.033,0,1,Politics
2669024060,159814,139673,1989,32631,73.8894,41.3004,0,1,Agriculture
2669159263,963,703,7117,495,62.7597,54.5068,0,0,Technology
266923106,1291,1338,1882,32,70.1461,62.6392,0,0,Sports
266944754,1037,926,1375,847,67.2618,66.1588,0,0,Sports
266947560,997,673,14160,866,71.4049,69.8307,0,0,Sports
26694823,1574,1154,25683,1696,73.81,69.7616,0,0,Sports
2669636582,65197,393,2308,1090,89.8628,78.8598,0,1,Technology
26696795,9342,365,3318,364,81.6648,67.3082,0,0,Politics
266973434,866,1583,3950,490,70.7336,62.1319,0,1,Economy
26698354,36085,39639,5964,143,81.9591,68.6503,0,0,Entertainment
2669847847,1039,186,730,687,62.0473,58.1832,0,0,Sports
26698940,1849,579,3101,1414,73.4339,67.1408,0,0,Technology
266999938,22870,735,17141,6344,87.109,90.5044,0,1,Sports
2670122929,74509,25675,96670,144,80.3444,59.0156,0,0,Technology
267027840,3864,3344,1249,157,73.0972,56.5709,0,0,Technology
2670325442,60617,131,3650,1755,92.0589,91.0874,0,1,Sports
26703365,20610,409,4735,1875,85.8823,89.2931,0,1,Politics
267037009,3495,383,3089,2244,77.3064,72.5206,0,0,Sports
267049885,6309,979,131244,195,73.0883,66.7505,0,0,Sports
26705006,43883,34737,4272,318,88.8329,78.1882,0,0,Economy
26705414,358988,15909,16265,11764,98.8865,95.4193,0,1,Entertainment
26705739,1120,61,1236,13,60.0426,52.1264,0,0,Technology
26705939,15248,15558,14124,1153,81.3427,65.8256,0,0,Entertainment
2670598782,999,446,1216,609,66.5963,58.7463,0,0,Education
267069903,1216,790,5604,4446,71.1197,68.3067,0,0,Sports
