userid,followers,friends,statuses,favourites,activity,influence,protected,verified,category
103387313,34037,34624,15837,75085,88.3151,70.1349,0,0,Technology
103447147,825,1183,1918,671,66.8837,60.0118,0,0,Technology
10344812,14664,323,8919,366,81.5296,71.4814,0,0,Technology
103516223,918,3063,18115,8235,70.7258,63.8318,0,0,Technology
103516873,5199,242,1236,0,74.9595,67.6777,0,0,Technology
103586504,805,1942,564,331,58.8458,51.802,0,0,Technology
10359732,1496,1332,2866,334,72.8755,66.7373,0,0,Technology
103638746,2158,1171,12258,5200,74.1335,66.9926,0,0,Technology
10367,185732,182,1682,4116,94.2801,84.73,0,1,Technology
103674271,2014,2384,5202,193,71.1381,51.3078,0,0,Technology
10368262,8656,459,6262,1932,80.1458,75.9645,0,0,Technology
103734037,41843,536,5953,971,89.6874,85.8987,0,1,Technology
103770785,1886714,83,3766,280,108.854,106.315,0,1,Technology
103786232,2612,4921,3251,1043,75.5299,61.3947,0,0,Technology
1038035210,4741,375,662,881,71.4436,67.7635,0,0,Technology
10383342,122383,11,969,19,88.9835,73.6169,0,0,Technology
103862589,1129,594,3622,232,72.0586,64.0888,0,0,Technology
103865085,257945,241,7277,997,99.2922,106.661,0,1,Technology
103943552,185202,2305,76197,18561,90.7561,68.3453,0,1,Technology
103943783,646,76,946,408,56.1278,42.3031,0,0,Technology
1039531,40674,5980,3276,513,88.3,89.4614,0,1,Technology
10395332,725,1174,2407,2242,66.16,68.1355,0,0,Technology
103971187,699,761,707,15,61.1953,42.0878,0,0,Technology
103973912,999,633,565,60,62.7231,59.7815,0,0,Technology
103976227,23618,1363,232056,72,74.5636,39.1985,0,1,Technology
104027224,32441,12744,1882,3137,82.7996,64.4965,0,0,Technology
1040330065,17945,0,33857,25994,77.7888,64.4686,0,0,Technology
1040818584,2087,251,1038,1033,68.3675,52.8878,0,0,Technology
104098300,6728,1673,11663,1686,81.0418,68.4084,0,0,Technology
1041556056,1201,919,4701,818,70.9797,62.8044,0,0,Technology
10416312,2139,2915,2002,2677,72.9745,64.6428,0,0,Technology
104178773,4094,2703,1638,1052,74.7262,64.2477,0,0,Technology
104196204,894,445,826,19,60.8291,48.2586,0,0,Technology
10422602,467408,3292,40369,14059,101.782,81.9568,0,1,Technology
104245499,15385,257,17096,4640,85.051,80.6404,0,0,Technology
10425052,6911,349,1619,619,74.4841,64.4577,0,1,Technology
104251642,5585,3919,29097,2271,80.043,61.1846,0,0,Technology
104283153,683,1257,2266,73,64.9484,53.5558,0,0,Technology
104286459,38910,738,3901,1646,89.7641,78.8515,0,0,Technology
1043168156,1101,16,533,182,60.2379,57.8131,0,0,Technology
10433802,847,312,7106,386,70.49,64.9604,0,0,Technology
10439482,4562,1685,8465,42,79.0224,74.4841,0,0,Technology
