userid,friends,followers,statuses,favourites,gender,verified,city,urank,category
1743298017,4068,225459,4432,1,1,1,3,48,CEO
1745047554,987,16192,758,1,1,1,3,44,CEO
1745573472,2147,3457930,3279,1,-1,1,3,43,CEO
1745666100,396,91379,67,1,1,1,3,19,CEO
1745819404,192,64741,140,1,-1,1,3,42,CEO
1745885344,759,7029249,3303,1,1,1,3,48,CEO
1746713512,543,105380,101,1,1,1,3,26,CEO
1746990031,115,134045,635,1,-1,1,3,38,CEO
1747095997,701,444366,1735,1,-1,1,3,19,CEO
1747741564,532,54321,625,1,1,1,3,30,CEO
1747992743,21,165450,2173,1,-1,1,3,42,CEO
1748137653,755,35447,3260,1,1,1,3,43,CEO
1748423412,398,616866,3692,1,1,1,3,38,CEO
1749127163,1102,16516620,7679,1,1,1,3,48,CEO
1749132181,403,67198,261,1,1,1,3,12,CEO
1749134071,1835,768777,14348,1,1,1,3,39,CEO
1749868412,802,59401,496,1,1,1,3,16,CEO
1750670591,364,137399,1372,1,-1,1,3,48,CEO
1751215750,523,19471,10568,1,1,1,3,35,CEO
1751367522,401,118485,561,1,-1,1,3,17,CEO
1751635680,256,54423,1782,1,1,1,3,21,CEO
1753026600,2006,25924,12764,1,1,1,3,37,CEO
1756881315,1721,3552341,4294,1,1,1,3,25,CEO
1756920891,674,265131,9165,1,-1,1,3,48,CEO
1759084801,108,2856149,3894,1,1,1,3,29,CEO
1760756373,630,31540,298,1,1,1,3,26,CEO
1760802775,536,38338,2530,1,1,1,3,45,CEO
1761314500,1325,110610,1673,1,1,1,3,38,CEO
1762397640,552,101791,842,1,-1,1,3,35,CEO
1762430771,1174,75822,551,1,1,1,3,35,CEO
1764352320,1827,9446,3315,1,-1,1,3,24,CEO
1764529885,48,212485,257,1,1,1,3,11,CEO
1765099943,224,297672,64381,1,-1,1,3,48,CEO
1765686104,516,158993,9331,1,1,1,3,48,CEO
1766215390,296,14191,17,1,1,1,3,26,CEO
1767568827,663,116153,1954,1,1,1,3,39,CEO
1768102832,440,23077,782,1,1,1,3,15,CEO
1769455312,1078,162187,4965,1,1,1,3,29,CEO
1770633672,916,17744,563,1,1,1,3,41,CEO
1771284850,196,85,0,1,1,0,3,0,CEO
1772470052,1069,35327,12752,1,1,1,3,41,CEO
1773677324,501,45763,2579,1,1,1,3,39,CEO
1773734354,1562,37963,5647,1,1,1,3,24,CEO
1774298893,1708,18400,303,1,-1,1,3,7,CEO
1774572552,1016,33546,976,1,1,1,3,40,CEO
1774820821,582,38544,9725,1,1,1,3,44,CEO
1775976155,231,305724,1121,1,1,1,3,29,CEO
1779899032,1080,66847,1,1,-1,1,3,35,CEO
1780152845,361,73682,6777,1,-1,1,3,41,CEO
1780449083,686,7202149,3091,1,-1,1,3,48,CEO
1780777391,3404,18651,15589,1,1,1,3,44,CEO
1781655753,318,264793,1597,1,-1,1,3,44,CEO
1781692802,1876,50239,70,1,-1,1,3,36,CEO
1784839094,156,410028,1476,1,1,1,3,14,CEO
1785509777,329,100173,2753,1,-1,1,3,42,CEO
1785537622,642,1569830,703,1,-1,1,3,38,CEO
1785933817,1668,86735,6389,1,-1,1,3,43,CEO
1786283467,228,40798,62,1,1,1,3,30,CEO
