userid,friends,followers,statuses,favourites,gender,verified,city,urank,category
1743961821,284,3531,1775,1,1,1,0,28,Player
1745486842,439,8889,852,1,-1,1,0,29,Player
1745540865,1952,14186,107,1,1,1,0,24,Player
1745839275,480,6868,851,1,-1,1,0,40,Player
1746274673,92,22492675,849,1,-1,1,0,28,Player
1746361222,879,6873,1784,1,1,1,0,31,Player
1746623952,401,20180,5055,1,1,1,0,30,Player
1746675377,1102,2894,147,1,-1,1,0,26,Player
1747668233,361,21938,2,1,-1,1,0,21,Player
1747859734,570,5029,1936,1,-1,1,0,28,Player
1748013303,273,23501,1249,1,-1,1,0,32,Player
1748129153,719,10297,194,1,1,1,0,34,Player
1748167633,346,3854,12897,1,1,1,0,31,Player
1748270300,570,493,240,1,-1,0,0,32,Player
1748516804,584,18165,995,1,-1,1,0,40,Player
1749574601,1966,1355,6327,1,1,1,0,32,Player
1750010403,197,17925,1975,1,1,1,0,40,Player
1750106605,693,20918,4375,1,-1,1,0,38,Player
1750870364,894,1656,8671,1,-1,1,0,35,Player
1752037362,366,1148094,254,1,1,1,0,23,Player
1752102215,429,16649,1020,1,1,1,0,36,Player
1752368770,313,724,700,1,-1,0,0,38,Player
1752689224,429,30786,2671,1,1,1,0,30,Player
1752692537,231,84306,232,1,1,1,0,30,Player
1756595897,1267,33140,95817,1,1,1,0,43,Player
1756768187,525,9171,1158,1,1,1,0,37,Player
1757723563,202,43922,488,1,-1,1,0,27,Player
1757749681,207,6504,12,1,1,1,0,22,Player
1759251103,456,9182,9,1,-1,1,0,26,Player
1759910593,302,69182,197,1,1,1,0,29,Player
1760342980,611,2863,285,1,-1,1,0,32,Player
1760401031,566,8124,48,1,1,1,0,30,Player
1760430680,271,17289,2221,1,-1,1,0,40,Player
1760591644,634,4541,6155,1,-1,1,0,21,Player
1762120701,562,15056,6723,1,1,1,0,43,Player
1762200324,1620,8671,258,1,1,1,0,29,Player
1762308941,501,14772,1026,1,-1,1,0,41,Player
1763574387,828,2216,898,1,1,1,0,30,Player
1764864500,332,8163,1094,1,-1,1,0,34,Player
1765087852,494,12369,62,1,-1,1,0,26,Player
1765147787,503,3924,4615,1,1,1,0,34,Player
1765909880,417,18389,97,1,1,1,0,31,Player
1768004810,736,5852,1256,1,1,1,0,31,Player
1770274342,401,2756,43,1,-1,1,0,31,Player
1770959134,204,6348,120,1,1,1,0,31,Player
1771546761,705,345,583,1,1,0,0,34,Player
1772090052,273,1859,1599,1,1,1,0,25,Player
1772229997,248,14631,1664,1,1,1,0,23,Player
1772513043,710,7229,3333,1,1,1,0,33,Player
1772571312,1661,1592,1354,1,1,1,0,21,Player
1772785232,1116,7896,9850,1,1,1,0,44,Player
1773011593,1148,58422,2706,1,-1,1,0,30,Player
1775489993,314,2921,26,1,1,1,0,38,Player
1775846327,1134,18665,109,1,-1,1,0,31,Player
1776333021,794,3480,5118,1,-1,0,0,38,Player
1776917643,584,51720,520,1,-1,1,0,33,Player
1777245194,705,3351,2965,1,1,1,0,35,Player
1778883114,244,12218,226,1,1,1,0,13,Player
1779868481,86,15594,2886,1,1,1,0,40,Player
1781005075,998,12253,105,1,1,1,0,37,Player
1781919134,589,8301,397,1,1,1,0,29,Player
1782825901,547,139598,2304,1,-1,1,0,37,Player
1783256593,972,504,421,1,-1,0,0,30,Player
1783410064,330,47270,83,1,-1,1,0,35,Player
1783634713,396,19081,770,1,-1,1,0,27,Player
1784009210,891,30779,1327,1,1,1,0,29,Player
1784807475,580,2360,185,1,1,1,0,38,Player
1784821284,858,2952,3778,1,1,1,0,30,Player
1785118021,446,9425,82,1,1,1,0,36,Player
1785968287,19,4742,6,1,1,1,0,23,Player
1786720875,362,9482,1154,1,-1,1,0,26,Player
1788176450,590,2875,1440,1,1,1,0,31,Player
1788566327,104,10376,614,1,-1,1,0,15,Player
1788662864,714,9392,5446,1,-1,1,0,20,Player
1788762527,497,2214,1677,1,-1,1,0,26,Player
1789447153,655,47613,761,1,-1,1,0,32,Player
1789610993,229,23432,47,1,-1,1,0,32,Player
1790005447,434,3716,680,1,-1,1,0,24,Player
1792657343,200,13604,41,1,-1,1,0,27,Player
1795128402,471,1326,201,1,1,1,0,22,Player
1795452267,165,8354,46,1,-1,1,0,44,Player
1796401620,239,34534,110,1,-1,1,0,30,Player
1796862231,610,28361,2915,1,-1,1,0,33,Player
1797216541,381,8168,2327,1,1,1,0,29,Player
1798280792,811,9045,2572,1,1,1,0,28,Player
1798511310,533,375,1251,1,1,0,0,29,Player
1798513291,415,16464,167,1,1,1,0,16,Player
1798626487,169,19145,7742,1,1,1,0,37,Player
1799293947,526,22556,361,1,-1,1,0,36,Player
1799750924,1124,4634,18,1,1,1,0,20,Player
1800460677,432,84667,4453,1,-1,1,0,27,Player
1800802813,1091,2509,16696,1,1,1,0,35,Player
1802670783,168,387596,664,1,-1,1,0,38,Player
1803658131,659,8157058,1262,1,1,1,0,33,Player
1804986642,459,14124,1256,1,1,1,0,24,Player
1805217812,588,8297,218,1,-1,1,0,22,Player
1805519545,403,543,4617,1,1,0,0,37,Player
1805571734,378,33491,3537,1,-1,1,0,34,Player
1805703234,530,12807,3755,1,-1,1,0,26,Player
1805753660,105,32739,301,1,1,1,0,20,Player
1806093585,942,2763,88,1,-1,1,0,32,Player
1806941622,267,43423,1130,1,1,1,0,17,Player
1806987403,28,40405,356,1,1,1,0,14,Player
1807295602,2524,90146,7874,1,1,1,0,44,Player
1808648313,518,3957,63,1,-1,1,0,22,Player
1808739602,407,9915,3995,1,-1,1,0,24,Player
1808951997,632,1151374,1369,1,-1,1,0,30,Player
1814116834,259,10418,113,1,1,1,0,22,Player
1814479093,66,5816,2912,1,1,1,0,29,Player
1815289165,84,16018,90,1,1,1,0,30,Player
1816507403,43,88143,34,1,-1,1,0,28,Player
1818451803,64,726145,2557,1,1,1,0,46,Player
1818950477,220,75373,1914,1,1,1,0,24,Player
1819144004,1014,5057,283,1,1,1,0,32,Player
1821096783,303,11409,378,1,-1,1,0,32,Player
1821226270,302,10488,848,1,-1,1,0,22,Player
1821349957,916,3898,789,1,1,1,0,33,Player
1822087220,588,4638,1251,1,1,1,0,30,Player
1822862513,64,2105,6,1,1,1,0,19,Player
1823001360,579,3157,1776,1,-1,1,0,34,Player
1823008827,193,24424,7346,1,-1,1,0,32,Player
1823433797,783,20435,7112,1,-1,1,0,27,Player
1823537240,1250,59795,1742,1,-1,1,0,20,Player
1823620024,1699,23945,1150,1,1,1,0,18,Player
1823980351,640,401763,9331,1,-1,1,0,33,Player
1824059737,186,200431,1071,1,1,1,0,32,Player
1824356960,725,1131,168,1,1,1,0,33,Player
1824887725,243,33081,1277,1,1,1,0,30,Player
1825906520,485,1621,274,1,1,1,0,30,Player
1827598734,521,9865,273,1,-1,1,0,34,Player
1828399372,460,8912,325,1,-1,1,0,40,Player
1828824894,899,273247,12456,1,1,1,0,41,Player
1829239031,307,30155,4495,1,-1,1,0,17,Player
1830109521,25,13736,31,1,1,1,0,31,Player
1832259112,500,2794,1086,1,1,1,0,23,Player
1832427094,287,7963,954,1,-1,1,0,30,Player
1832641052,70,6250,0,1,-1,1,0,14,Player
1832804814,44,23412,619,1,1,1,0,20,Player
1834291683,563,5973,758,1,-1,1,0,26,Player
1834432964,928,1965,1668,1,1,1,0,36,Player
1835526703,1382,6363,7816,1,1,1,0,30,Player
1836559860,27,18138,223,1,1,1,0,13,Player
1838672743,594,4718,2198,1,1,1,0,23,Player
1841201902,246,237827,186,1,1,1,0,30,Player
1842435052,350,464,37,1,-1,0,0,25,Player
1843595134,923,591,1506,1,-1,0,0,34,Player
1843627245,997,2768,1824,1,-1,1,0,34,Player
1848654340,473,2033,5678,1,-1,1,0,42,Player
1848902841,150,305,6,1,1,0,0,28,Player
1849495512,116,206209,169,1,1,1,0,28,Player
1849584597,211,23807,780,1,1,1,0,17,Player
1850026025,301,15594,9467,1,1,1,0,39,Player
1850157291,198,726095,1091,1,-1,1,0,30,Player
1851264433,143,3632,73,1,1,1,0,27,Player
1851642835,854,12253,464,1,1,1,0,29,Player
1852049761,856,3732,79,1,1,1,0,33,Player
1853386970,470,5387,280,1,-1,1,0,26,Player
1853631033,475,768650,715,1,1,1,0,16,Player
1854108251,517,13753,1590,1,1,1,0,31,Player
1854493985,357,12404,283,1,1,1,0,20,Player
1855377801,495,6487,321,1,1,1,0,26,Player
1856065372,757,22960,518,1,-1,1,0,32,Player
1857615984,360,193247,1146,1,-1,1,0,36,Player
1857896962,444,9345,136,1,-1,1,0,30,Player
1860497462,1149,2511,757,1,1,1,0,32,Player
1861621254,272,4149,20,1,1,1,0,20,Player
1862181413,746,10201,869,1,-1,1,0,33,Player
1862266341,307,3062,42,1,1,1,0,30,Player
1862291313,406,7722,64,1,-1,1,0,39,Player
1862508831,753,3883,1489,1,-1,1,0,30,Player
1862624201,150,62818,178,1,1,1,0,29,Player
1863458777,348,7968,3714,1,-1,1,0,23,Player
1864484481,910,2786,13551,1,1,1,0,38,Player
1864856880,693,13174,35143,1,1,1,0,43,Player
1864880322,86,20894,363,1,1,1,0,25,Player
1866246150,273,7809,4,1,1,1,0,23,Player
1867803854,386,2208,338,1,1,1,0,42,Player
1867883180,295,43119,477,1,-1,1,0,14,Player
1868268683,479,5569,211,1,-1,1,0,35,Player
1868791652,443,2085,841,1,1,1,0,29,Player
1868911504,190,490557,687,1,-1,1,0,26,Player
1869059063,73,45241,21,1,1,1,0,18,Player
1870569200,1691,16379,1196,1,1,1,0,34,Player
1870570200,1082,111133,935,1,-1,1,0,37,Player
1871655547,758,5853,4106,1,1,1,0,24,Player
1871856521,1220,3303,2968,1,-1,1,0,41,Player
1872798502,963,1383,3826,1,-1,1,0,29,Player
1874183515,31,13507,49,1,1,1,0,37,Player
1874562683,459,5169,3429,1,-1,1,0,21,Player
1874620562,374,11490,322,1,-1,1,0,26,Player
1875408763,295,141435,1058,1,-1,1,0,32,Player
1876306337,231,28292,4849,1,-1,1,0,28,Player
1877146280,330,7852,1387,1,-1,1,0,24,Player
1877459625,666,2531,1007,1,1,1,0,14,Player
1878678477,211,15610,1047,1,-1,1,0,18,Player
1879201087,64,55388,39,1,1,1,0,7,Player
1880005250,1559,7441,2297,1,1,1,0,32,Player
1880772602,278,15122,121,1,1,1,0,19,Player
1880817960,546,10666,2173,1,-1,1,0,25,Player
1881475555,44,225411,383,1,-1,1,0,11,Player
1881482167,496,23110,691,1,1,1,0,35,Player
1881721992,508,21038,1336,1,-1,1,0,33,Player
1882073137,1068,4189,6150,1,1,1,0,31,Player
1882501810,41,23410,191,1,-1,1,0,13,Player
1882932061,781,1486,26,1,1,1,0,24,Player
1883543072,181,3899,110,1,-1,1,0,23,Player
1883749265,1162,1233,8756,1,1,0,0,31,Player
1885328303,463,2413,4281,1,1,1,0,25,Player
1887939981,505,182811,2225,1,-1,1,0,25,Player
1888453763,223,3136,2148,1,-1,1,0,22,Player
1888928640,1055,13079,5371,1,1,1,0,28,Player
1890773304,207,28525,769,1,-1,1,0,27,Player
1891265390,275,10056,2804,1,1,1,0,25,Player
1891812275,168,32111,2072,1,1,1,0,27,Player
1894462062,995,6204,543,1,-1,1,0,31,Player
1895510302,493,21899,10,1,1,1,0,20,Player
1896570531,73,5527,206,1,-1,1,0,21,Player
1897608952,680,3931,1989,1,1,1,0,20,Player
1897892004,589,3145,7208,1,1,1,0,33,Player
1898966705,578,2789,1162,1,1,1,0,26,Player
1899399345,552,6771,825,1,1,1,0,19,Player
1899409615,77,3784,1,1,1,1,0,30,Player
1899472883,390,4040,212,1,-1,1,0,18,Player
1900245210,645,3342,1238,1,-1,1,0,25,Player
1901703123,299,1612,55,1,-1,1,0,28,Player
1901879485,578,8016,569,1,1,1,0,30,Player
1902287340,357,91194,185,1,-1,1,0,32,Player
1902396531,245,143366,221,1,1,1,0,30,Player
1903390983,479,49171,19769,1,1,1,0,43,Player
1905077071,1242,5588659,923,1,1,1,0,29,Player
1905712531,452,1585,2328,1,1,1,0,32,Player
1908651047,762,1670,55,1,1,1,0,23,Player
1909960411,522,2085,6604,1,-1,1,0,37,Player
1912349847,1093,39984,29800,1,1,1,0,48,Player
1912393477,637,6285,1502,1,-1,1,0,34,Player
1912692753,619,4721,496,1,-1,1,0,21,Player
1912710131,27,130306,6,1,1,1,0,28,Player
1917077410,677,3401,431,1,-1,1,0,21,Player
1918188761,505,1915,393,1,-1,1,0,33,Player
1919033282,859,4098,893,1,1,1,0,25,Player
1919661987,400,147664,530,1,1,1,0,15,Player
1923326203,399,25896,342,1,-1,1,0,31,Player
1924494370,1344,2717,1455,1,-1,1,0,24,Player
1924934901,258,5861,1039,1,1,1,0,27,Player
1928951997,154,354380,19,1,1,1,0,25,Player
1930013103,248,157940,146,1,1,1,0,24,Player
1930252645,276,102836,55,1,1,1,0,35,Player
1930484275,493,816,4419,1,1,0,0,38,Player
1931012337,245,24010,1191,1,-1,1,0,26,Player
1932909363,426,2970,6559,1,1,1,0,29,Player
1933372084,59,125070,4,1,1,1,0,29,Player
1933481002,156,25257,81,1,-1,1,0,16,Player
1934731690,341,10836,85,1,1,1,0,16,Player
1935160380,627,7899,208,1,1,1,0,25,Player
1936881087,1302,25643,3371,1,1,1,0,35,Player
1938622764,474,7123,166,1,-1,1,0,27,Player
1939262101,326,45037,2003,1,1,1,0,31,Player
1940332403,326,2882,214,1,1,1,0,16,Player
1940370380,505,2954,2083,1,1,1,0,21,Player
1943441102,544,2496,0,1,1,1,0,33,Player
1944202725,385,3195,106,1,1,1,0,27,Player
1945636860,702,3474,111,1,1,1,0,30,Player
1946113921,613,94055,5022,1,-1,1,0,30,Player
1947521202,427,6945,3830,1,-1,1,0,42,Player
1948488530,429,9939,109,1,-1,1,0,41,Player
1948525507,633,2004,694,1,1,1,0,32,Player
1950840417,311,7047,71,1,1,1,0,14,Player
1952725187,1148,1773,1854,1,1,1,0,30,Player
1954160245,1884,4548,53417,1,1,1,0,41,Player
1954509221,415,3856,204,1,1,1,0,15,Player
1957793265,576,3681,303,1,-1,1,0,29,Player
1958479483,733,4102,911,1,1,1,0,32,Player
1959106667,130,407,35,1,1,0,0,30,Player
1959164527,520,2358,1546,1,-1,1,0,35,Player
1959582717,379,8629,2026,1,1,1,0,19,Player
1960160121,359,21331,909,1,1,1,0,31,Player
1961047215,746,1219,212,1,1,1,0,24,Player
1961643205,151,120477,1012,1,1,1,0,17,Player
1963155421,510,3869,2557,1,-1,1,0,29,Player
1967115467,491,36784,1175,1,1,1,0,31,Player
1967581105,684,1211,30777,1,-1,0,0,33,Player
1968339194,663,1246,889,1,1,1,0,28,Player
1968499983,247,1570,481,1,-1,1,0,15,Player
1969043841,443,469,62,1,-1,0,0,27,Player
1973927632,228,29087,409,1,1,1,0,28,Player
1979111327,155,129549,500,1,-1,1,0,41,Player
1982030190,426,1326,623,1,1,1,0,33,Player
1984023932,154,1469,48,1,1,1,0,26,Player
1985114773,398,2868,72,1,-1,1,0,23,Player
1985311131,905,4890,11668,1,-1,1,0,40,Player
1991078212,202,47170,351,1,1,1,0,31,Player
1991269377,379,56073,151,1,1,1,0,26,Player
1994541364,499,85904,16,1,1,1,0,23,Player
2009697051,526,2404,2796,1,1,1,0,33,Player
2010223434,5,2021758,109,1,1,1,0,9,Player
2012529374,314,11900,155,1,-1,1,0,30,Player
2012628891,1054,3485,3839,1,1,1,0,28,Player
2014367155,412,1763,2,1,1,1,0,24,Player
2015894285,761,14627,36,1,1,1,0,31,Player
2016566571,162,116286,1251,1,-1,1,0,35,Player
2017668202,1005,107519,10017,1,-1,1,0,48,Player
2018220685,218,2606249,1223,1,1,1,0,32,Player
2018339941,325,170160,306,1,1,1,0,23,Player
2018510450,0,2434,2140,1,1,1,0,28,Player
2020029993,564,21245,1547,1,-1,1,0,23,Player
2020968320,1949,2752,3730,1,1,1,0,31,Player
2022749831,556,2390,208,1,1,1,0,29,Player
2022783567,205,19489,143,1,1,1,0,25,Player
2029906001,90,920601,282,1,1,1,0,28,Player
2029912201,272,956,169,1,-1,0,0,34,Player
2030928657,503,251277,1003,1,-1,1,0,34,Player
2036452455,208,10575,1276,1,1,1,0,19,Player
2036814892,958,15254,1985,1,-1,1,0,30,Player
2037893834,156,24668,515,1,1,1,0,28,Player
2039743143,826,7032,5585,1,-1,1,0,32,Player
2041196763,449,11092,110,1,-1,1,0,32,Player
2044026947,551,5586,144,1,-1,1,0,33,Player
2044082510,2210,54035,48778,1,-1,1,0,43,Player
2047579262,1480,2251,229,1,1,1,0,22,Player
2048112035,185,8355,1946,1,-1,1,0,38,Player
2048340570,508,13556,1126,1,1,1,0,15,Player
2051887983,783,851,13469,1,-1,0,0,41,Player
2056501833,1487,6278,516,1,1,1,0,27,Player
2058784061,308,13303,84,1,1,1,0,29,Player
2062386505,101,22361,36,1,1,1,0,33,Player
2064867734,185,9967,947,1,-1,1,0,32,Player
2070503041,435,265822,3015,1,1,1,0,22,Player
2073556365,2346,12089,4151,1,-1,1,0,37,Player
2073819075,252,46013,252,1,1,1,0,38,Player
2073953922,729,26898,1855,1,1,1,0,27,Player
2074782830,392,95777,307,1,1,1,0,29,Player
2075676485,860,1449,22,1,1,1,0,33,Player
2076292101,642,101054,206,1,1,1,0,29,Player
2076365897,268,520581,310,1,-1,1,0,21,Player
2077084483,554,2293,294,1,1,1,0,32,Player
2079248021,216,10596,544,1,1,1,0,37,Player
2081410671,333,4148,597,1,1,1,0,18,Player
2082392001,351,5649,620,1,-1,1,0,27,Player
2082914862,307,14285,1381,1,1,1,0,34,Player
2083006755,252,9746,2086,1,-1,1,0,34,Player
2083921673,102,40838,601,1,-1,1,0,31,Player
2083951963,178,833645,498,1,1,1,0,35,Player
2084679771,194,183290,180,1,1,1,0,36,Player
2087683311,298,15016,2817,1,1,1,0,28,Player
2088495287,403,383689,2945,1,-1,1,0,18,Player
2088804015,517,18147,508,1,1,1,0,25,Player
2088938643,192,353504,381,1,-1,1,0,27,Player
2089702205,58,3711,762,1,1,1,0,26,Player
2090982133,394,6527,2715,1,-1,1,0,18,Player
2093838340,189,6906,3880,1,-1,0,0,34,Player
2094248370,720,15112,4446,1,1,1,0,27,Player
2096476422,797,3220,25449,1,1,1,0,39,Player
2098878552,218,2639,715,1,-1,1,0,28,Player
2099262564,347,2216,57,1,1,1,0,18,Player
2103782537,287,39162,394,1,-1,1,0,23,Player
2104136011,762,4263,227,1,-1,1,0,32,Player
2104611385,178,22818,75,1,1,1,0,29,Player
2109046851,482,49121,1633,1,1,1,0,31,Player
2110389187,557,1382,104,1,1,1,0,24,Player
2110759370,1020,16780,10211,1,1,1,0,37,Player
2111728475,464,23134,1433,1,1,1,0,34,Player
2115801014,104,28035,558,1,1,1,0,35,Player
2117988712,228,4526,1050,1,1,1,0,21,Player
2119859681,777,34161,2636,1,1,1,0,38,Player
2122887265,1802,3615,8196,1,1,1,0,26,Player
2124210235,1045,1236,587,1,1,1,0,24,Player
2125715464,499,510,674,1,1,0,0,35,Player
2127803251,603,8309,36,1,1,1,0,28,Player
2128964137,157,44256,306,1,1,1,0,7,Player
2130044403,406,2965,4262,1,-1,1,0,35,Player
